#Tiempo	 Theta1 	 Theta2 	 P1 	 P2 	 x1 	 y1 	 x2 	 y2
0.0679068	1.56783	1.57178	-0.10186	-0.0339533	0.499998	-0.00148221	1.5	-0.00247035
0.0686069	1.56777	1.5718	-0.10291	-0.0343034	0.499998	-0.00151292	1.5	-0.00252155
0.0693069	1.56771	1.57183	-0.10396	-0.0346534	0.499998	-0.00154396	1.49999	-0.00257327
0.070007	1.56765	1.57185	-0.10501	-0.0350034	0.499998	-0.00157531	1.49999	-0.00262552
0.0707071	1.56758	1.57187	-0.106061	-0.0353534	0.499997	-0.00160697	1.49999	-0.0026783
0.0714071	1.56752	1.57189	-0.107111	-0.0357035	0.499997	-0.00163895	1.49999	-0.00273159
0.0721072	1.56745	1.57191	-0.108161	-0.0360535	0.499997	-0.00167124	1.49999	-0.00278542
0.0728073	1.56739	1.57193	-0.109211	-0.0364035	0.499997	-0.00170385	1.49999	-0.00283976
0.0735074	1.56732	1.57195	-0.110261	-0.0367536	0.499997	-0.00173677	1.49999	-0.00289464
0.0742074	1.56726	1.57198	-0.111311	-0.0371036	0.499997	-0.00177001	1.49999	-0.00295004
0.0749075	1.56719	1.572	-0.112361	-0.0374536	0.499997	-0.00180356	1.49999	-0.00300596
0.0756076	1.56712	1.57202	-0.113411	-0.0378037	0.499997	-0.00183743	1.49999	-0.00306241
0.0763076	1.56705	1.57204	-0.114461	-0.0381537	0.499996	-0.00187162	1.49999	-0.00311938
0.0770077	1.56698	1.57207	-0.115512	-0.0385037	0.499996	-0.00190612	1.49999	-0.00317688
0.0777078	1.56691	1.57209	-0.116562	-0.0388537	0.499996	-0.00194093	1.49999	-0.0032349
0.0784078	1.56684	1.57211	-0.117612	-0.0392038	0.499996	-0.00197606	1.49999	-0.00329345
0.0791079	1.56677	1.57214	-0.118662	-0.0395538	0.499996	-0.0020115	1.49999	-0.00335253
0.079808	1.5667	1.57216	-0.119712	-0.0399038	0.499996	-0.00204726	1.49999	-0.00341213
0.0805081	1.56663	1.57219	-0.120762	-0.0402539	0.499996	-0.00208333	1.49999	-0.00347225
0.0812081	1.56656	1.57221	-0.121812	-0.0406039	0.499996	-0.00211972	1.49999	-0.0035329
0.0819082	1.56648	1.57223	-0.122862	-0.0409539	0.499995	-0.00215643	1.49999	-0.00359407
0.0826083	1.56641	1.57226	-0.123912	-0.0413039	0.499995	-0.00219344	1.49999	-0.00365577
0.0833083	1.56633	1.57228	-0.124962	-0.041654	0.499995	-0.00223078	1.49999	-0.003718
0.0840084	1.56626	1.57231	-0.126013	-0.042004	0.499995	-0.00226843	1.49999	-0.00378075
0.0847085	1.56618	1.57233	-0.127063	-0.042354	0.499995	-0.00230639	1.49999	-0.00384402
0.0854085	1.56611	1.57236	-0.128113	-0.042704	0.499995	-0.00234467	1.49999	-0.00390782
0.0861086	1.56603	1.57239	-0.129163	-0.0430541	0.499994	-0.00238326	1.49999	-0.00397215
0.0868087	1.56595	1.57241	-0.130213	-0.0434041	0.499994	-0.00242217	1.49999	-0.004037
0.0875088	1.56587	1.57244	-0.131263	-0.0437541	0.499994	-0.0024614	1.49999	-0.00410237
0.0882088	1.56579	1.57246	-0.132313	-0.0441041	0.499994	-0.00250093	1.49999	-0.00416827
0.0889089	1.56571	1.57249	-0.133363	-0.0444542	0.499994	-0.00254079	1.49999	-0.0042347
0.089609	1.56563	1.57252	-0.134413	-0.0448042	0.499993	-0.00258096	1.49999	-0.00430165
0.090309	1.56555	1.57254	-0.135463	-0.0451542	0.499993	-0.00262144	1.49999	-0.00436912
0.0910091	1.56547	1.57257	-0.136514	-0.0455042	0.499993	-0.00266224	1.49999	-0.00443712
0.0917092	1.56539	1.5726	-0.137564	-0.0458543	0.499993	-0.00270335	1.49998	-0.00450565
0.0924092	1.56531	1.57263	-0.138614	-0.0462043	0.499992	-0.00274478	1.49998	-0.0045747
0.0931093	1.56522	1.57265	-0.139664	-0.0465543	0.499992	-0.00278653	1.49998	-0.00464428
0.0938094	1.56514	1.57268	-0.140714	-0.0469043	0.499992	-0.00282858	1.49998	-0.00471438
0.0945095	1.56505	1.57271	-0.141764	-0.0472544	0.499992	-0.00287096	1.49998	-0.004785
0.0952095	1.56497	1.57274	-0.142814	-0.0476044	0.499992	-0.00291365	1.49998	-0.00485615
0.0959096	1.56488	1.57277	-0.143864	-0.0479544	0.499991	-0.00295665	1.49998	-0.00492783
0.0966097	1.5648	1.5728	-0.144914	-0.0483044	0.499991	-0.00299997	1.49998	-0.00500003
0.0973097	1.56471	1.57283	-0.145964	-0.0486544	0.499991	-0.0030436	1.49998	-0.00507276
0.0980098	1.56462	1.57285	-0.147015	-0.0490045	0.49999	-0.00308755	1.49998	-0.00514601
0.0987099	1.56453	1.57288	-0.148065	-0.0493545	0.49999	-0.00313181	1.49998	-0.00521978
0.0994099	1.56444	1.57291	-0.149115	-0.0497045	0.49999	-0.00317639	1.49998	-0.00529409
0.10011	1.56435	1.57294	-0.150165	-0.0500545	0.49999	-0.00322129	1.49998	-0.00536891
0.10081	1.56426	1.57297	-0.151215	-0.0504045	0.499989	-0.00326649	1.49998	-0.00544426
0.10151	1.56417	1.573	-0.152265	-0.0507545	0.499989	-0.00331202	1.49998	-0.00552014
0.10221	1.56408	1.57303	-0.153315	-0.0511046	0.499989	-0.00335786	1.49998	-0.00559654
0.10291	1.56399	1.57307	-0.154365	-0.0514546	0.499988	-0.00340401	1.49998	-0.00567347
